dog_breed,description,image
eskimo spitz,"Chó Eskimo Mỹ (tiếng Anh: American Eskimo Dog) là một giống chó cảnh có nguồn gốc từ Đức với bộ lông trắng như tuyết. Nó là một loài trong giống chó Spitz. Giống Spitz là tổ tiên của một số giống chó nhà. Spitz trắng từng có mặt rất phổ biến ở Pommern và các vùng ven biển bắc Đức. Các thuyền viên mang chúng đi bán khắp châu Âu.
Từ khi Nữ hoàng Anh Charlotte tậu một con Spitz trắng, giống chó này đã trở thành chó mốt của giới quý tộc Anh quốc. Chúng cũng đã được Gainsborough đưa vào các kiệt tác hội họa của mình. Những người di cư Đức mang Spitz trắng sang Hợp chủng quốc Hoa Kỳ để làm chó canh gác, chó gia đình và chó xiếc. Năm 1917 giống chó Spitz trắng Đức nổi tiếng tại Mỹ được đổi tên thành American Eskimo.
Tên khác: Eskimo Spitz, American Spitz, German Spitz
Biệt hiệu: Eskie
Nguồn gốc: Đức
Đặc điểm
Bộ lông: mềm
Màu: trắng",https://upload.wikimedia.org/wikipedia/commons/e/e3/American_Eskimo_Dog_portrait_above.jpg
american spitz,"Chó Eskimo Mỹ (tiếng Anh: American Eskimo Dog) là một giống chó cảnh có nguồn gốc từ Đức với bộ lông trắng như tuyết. Nó là một loài trong giống chó Spitz. Giống Spitz là tổ tiên của một số giống chó nhà. Spitz trắng từng có mặt rất phổ biến ở Pommern và các vùng ven biển bắc Đức. Các thuyền viên mang chúng đi bán khắp châu Âu.
Từ khi Nữ hoàng Anh Charlotte tậu một con Spitz trắng, giống chó này đã trở thành chó mốt của giới quý tộc Anh quốc. Chúng cũng đã được Gainsborough đưa vào các kiệt tác hội họa của mình. Những người di cư Đức mang Spitz trắng sang Hợp chủng quốc Hoa Kỳ để làm chó canh gác, chó gia đình và chó xiếc. Năm 1917 giống chó Spitz trắng Đức nổi tiếng tại Mỹ được đổi tên thành American Eskimo.
Tên khác: Eskimo Spitz, American Spitz, German Spitz
Biệt hiệu: Eskie
Nguồn gốc: Đức
Đặc điểm
Bộ lông: mềm
Màu: trắng",https://upload.wikimedia.org/wikipedia/commons/e/e3/American_Eskimo_Dog_portrait_above.jpg
german spitz,"Chó Eskimo Mỹ (tiếng Anh: American Eskimo Dog) là một giống chó cảnh có nguồn gốc từ Đức với bộ lông trắng như tuyết. Nó là một loài trong giống chó Spitz. Giống Spitz là tổ tiên của một số giống chó nhà. Spitz trắng từng có mặt rất phổ biến ở Pommern và các vùng ven biển bắc Đức. Các thuyền viên mang chúng đi bán khắp châu Âu.
Từ khi Nữ hoàng Anh Charlotte tậu một con Spitz trắng, giống chó này đã trở thành chó mốt của giới quý tộc Anh quốc. Chúng cũng đã được Gainsborough đưa vào các kiệt tác hội họa của mình. Những người di cư Đức mang Spitz trắng sang Hợp chủng quốc Hoa Kỳ để làm chó canh gác, chó gia đình và chó xiếc. Năm 1917 giống chó Spitz trắng Đức nổi tiếng tại Mỹ được đổi tên thành American Eskimo.
Tên khác: Eskimo Spitz, American Spitz, German Spitz
Biệt hiệu: Eskie
Nguồn gốc: Đức
Đặc điểm
Bộ lông: mềm
Màu: trắng",https://upload.wikimedia.org/wikipedia/commons/e/e3/American_Eskimo_Dog_portrait_above.jpg
american foxhound,"Chó săn cáo Mỹ (tiếng Anh: American Foxhound) là một giống chó săn cáo ở Mỹ có nguồn gốc từ nước Anh, đây là một giống chó theo thể loại chó săn mùi là chính và kết hợp với chó săn đuổi, chuyên dùng để săn cáo. Nòi chó Chó săn cáo Mỹ được tạo ra trực tiếp từ nòi chó săn cáo Anh Quốc (English Foxhound) được mang tới Mỹ. Chó săn cáo Mỹ có một cái mũi thính và phản ứng rất nhanh về mùi khi săn đuổi và có khả năng rất tốt trong việc chạy và sủa.
Biệt hiệu: Chó săn cáo
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: - Đực: 65–75 pounds (29-34kg)
Cao: - Đực: 21–25 inches (53-64cm)
Bộ lông: Ngắn, cứng
Màu: đỏ, trắng, nâu đen, xám
Lứa đẻ: 1–12 chó con
Tuổi thọ: 10–12 năm",https://upload.wikimedia.org/wikipedia/commons/1/1f/AmericanFoxhound.jpg
săn cáo mỹ,"Chó săn cáo Mỹ (tiếng Anh: American Foxhound) là một giống chó săn cáo ở Mỹ có nguồn gốc từ nước Anh, đây là một giống chó theo thể loại chó săn mùi là chính và kết hợp với chó săn đuổi, chuyên dùng để săn cáo. Nòi chó Chó săn cáo Mỹ được tạo ra trực tiếp từ nòi chó săn cáo Anh Quốc (English Foxhound) được mang tới Mỹ. Chó săn cáo Mỹ có một cái mũi thính và phản ứng rất nhanh về mùi khi săn đuổi và có khả năng rất tốt trong việc chạy và sủa.
Biệt hiệu: Chó săn cáo
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: - Đực: 65–75 pounds (29-34kg)
Cao: - Đực: 21–25 inches (53-64cm)
Bộ lông: Ngắn, cứng
Màu: đỏ, trắng, nâu đen, xám
Lứa đẻ: 1–12 chó con
Tuổi thọ: 10–12 năm",https://upload.wikimedia.org/wikipedia/commons/1/1f/AmericanFoxhound.jpg
american staffordshire terrier,"American Staffordshire Terrier là một giống chó trong nhóm chó pit bull được lai tạo với giống chó sục có nguồn gốc từ Hoa Kỳ. Là giống chó lông ngắn, có trọng lượng trung bình. Với thân hình nhìn rất lực lưỡng với nhiều cơ bắp phù hợp với tính cách chiến đấu. Tính tình thông minh nhưng lì lợm và khó dạy, rất trung thành với chủ nhưng có thể hung dữ với người lạ và chó khác, được xếp vào nhóm những giống chó hung dữ. Chó sục Pit bull Mỹ đòi hỏi người nuôi phải hiểu rõ giống chó này và có kinh nghiệm nuôi dạy chó dữ.
Biệt hiệu: AmStaff
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: 50 pound
Cao: 17,5 đến 19 in (44 đến 48 cm)[1]
Bộ lông: Mượt
Màu: Đen, xám, nâu, vàng, đỏ, trắng",https://upload.wikimedia.org/wikipedia/commons/6/66/AMERICAN_STAFFORDSHIRE_TERRIER%2C_Zican%E2%80%99s_Bz_Ez_Dragon_%2824208348891%29.2.jpg
staff,"American Staffordshire Terrier là một giống chó trong nhóm chó pit bull được lai tạo với giống chó sục có nguồn gốc từ Hoa Kỳ. Là giống chó lông ngắn, có trọng lượng trung bình. Với thân hình nhìn rất lực lưỡng với nhiều cơ bắp phù hợp với tính cách chiến đấu. Tính tình thông minh nhưng lì lợm và khó dạy, rất trung thành với chủ nhưng có thể hung dữ với người lạ và chó khác, được xếp vào nhóm những giống chó hung dữ. Chó sục Pit bull Mỹ đòi hỏi người nuôi phải hiểu rõ giống chó này và có kinh nghiệm nuôi dạy chó dữ.
Biệt hiệu: AmStaff
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: 50 pound
Cao: 17,5 đến 19 in (44 đến 48 cm)[1]
Bộ lông: Mượt
Màu: Đen, xám, nâu, vàng, đỏ, trắng",https://upload.wikimedia.org/wikipedia/commons/6/66/AMERICAN_STAFFORDSHIRE_TERRIER%2C_Zican%E2%80%99s_Bz_Ez_Dragon_%2824208348891%29.2.jpg
american water spaniel,"Chó lội nước Spaniel Hoa Kỳ (tiếng Anh: The American Water Spaniel, thường viết tắt là AWS), là một giống chó thuộc loại chó Spaniel có nguồn gốc từ Hoa Kỳ. Được phát triển ở bang Wisconsin trong thế kỷ 19 từ một số giống chó khác, bao gồm giống chó Spaniel của Ireland và Anh. Giống chó này được Tiến sĩ Fred J. Pfeifer thiết lập câu lạc bộ giống và tiêu chuẩn và nhờ nỗ lực của họ đã dẫn đến sự công nhận cho giống chó này bởi Câu lạc bộ Chăm sóc Chó Cũ, và sau đó trở thành Câu lạc bộ Chăm sóc Chó Hoa Kỳ. Trong khi giống chó này là giống chó đại diện bang của Wisconsin, chúng vẫn là một giống hiếm.
Tên khác: Chó Spaniel Nâu Hoa Kỳ, Chó lội nước Spaniel Nâu Hoa Kỳ
Biệt hiệu: AWS
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: - Đực: 25–40 lb (11–18 kg)
- Cái: 25–40 lb (11–18 kg)
Cao: - Đực: 15–18 inch (38–46 cm)
- Cái: 15–18 inch (38–46 cm)
Bộ lông: Hai lớp lông, lớp ngoài xoăn
Màu: Các sắc nâu khác nhau
Lứa đẻ: 5 chó con
Tuổi thọ: 10–12",https://upload.wikimedia.org/wikipedia/commons/5/5a/Chien_d%27eau_americain_champion_1.JPG
lội nước spaniel hoa kỳ,"Chó lội nước Spaniel Hoa Kỳ (tiếng Anh: The American Water Spaniel, thường viết tắt là AWS), là một giống chó thuộc loại chó Spaniel có nguồn gốc từ Hoa Kỳ. Được phát triển ở bang Wisconsin trong thế kỷ 19 từ một số giống chó khác, bao gồm giống chó Spaniel của Ireland và Anh. Giống chó này được Tiến sĩ Fred J. Pfeifer thiết lập câu lạc bộ giống và tiêu chuẩn và nhờ nỗ lực của họ đã dẫn đến sự công nhận cho giống chó này bởi Câu lạc bộ Chăm sóc Chó Cũ, và sau đó trở thành Câu lạc bộ Chăm sóc Chó Hoa Kỳ. Trong khi giống chó này là giống chó đại diện bang của Wisconsin, chúng vẫn là một giống hiếm.
Tên khác: Chó Spaniel Nâu Hoa Kỳ, Chó lội nước Spaniel Nâu Hoa Kỳ
Biệt hiệu: AWS
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: - Đực: 25–40 lb (11–18 kg)
- Cái: 25–40 lb (11–18 kg)
Cao: - Đực: 15–18 inch (38–46 cm)
- Cái: 15–18 inch (38–46 cm)
Bộ lông: Hai lớp lông, lớp ngoài xoăn
Màu: Các sắc nâu khác nhau
Lứa đẻ: 5 chó con
Tuổi thọ: 10–12",https://upload.wikimedia.org/wikipedia/commons/5/5a/Chien_d%27eau_americain_champion_1.JPG
spaniel nâu hoa kỳ,"Chó lội nước Spaniel Hoa Kỳ (tiếng Anh: The American Water Spaniel, thường viết tắt là AWS), là một giống chó thuộc loại chó Spaniel có nguồn gốc từ Hoa Kỳ. Được phát triển ở bang Wisconsin trong thế kỷ 19 từ một số giống chó khác, bao gồm giống chó Spaniel của Ireland và Anh. Giống chó này được Tiến sĩ Fred J. Pfeifer thiết lập câu lạc bộ giống và tiêu chuẩn và nhờ nỗ lực của họ đã dẫn đến sự công nhận cho giống chó này bởi Câu lạc bộ Chăm sóc Chó Cũ, và sau đó trở thành Câu lạc bộ Chăm sóc Chó Hoa Kỳ. Trong khi giống chó này là giống chó đại diện bang của Wisconsin, chúng vẫn là một giống hiếm.
Tên khác: Chó Spaniel Nâu Hoa Kỳ, Chó lội nước Spaniel Nâu Hoa Kỳ
Biệt hiệu: AWS
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: - Đực: 25–40 lb (11–18 kg)
- Cái: 25–40 lb (11–18 kg)
Cao: - Đực: 15–18 inch (38–46 cm)
- Cái: 15–18 inch (38–46 cm)
Bộ lông: Hai lớp lông, lớp ngoài xoăn
Màu: Các sắc nâu khác nhau
Lứa đẻ: 5 chó con
Tuổi thọ: 10–12",https://upload.wikimedia.org/wikipedia/commons/5/5a/Chien_d%27eau_americain_champion_1.JPG
lội nước spaniel nâu hoa kỳ,"Chó lội nước Spaniel Hoa Kỳ (tiếng Anh: The American Water Spaniel, thường viết tắt là AWS), là một giống chó thuộc loại chó Spaniel có nguồn gốc từ Hoa Kỳ. Được phát triển ở bang Wisconsin trong thế kỷ 19 từ một số giống chó khác, bao gồm giống chó Spaniel của Ireland và Anh. Giống chó này được Tiến sĩ Fred J. Pfeifer thiết lập câu lạc bộ giống và tiêu chuẩn và nhờ nỗ lực của họ đã dẫn đến sự công nhận cho giống chó này bởi Câu lạc bộ Chăm sóc Chó Cũ, và sau đó trở thành Câu lạc bộ Chăm sóc Chó Hoa Kỳ. Trong khi giống chó này là giống chó đại diện bang của Wisconsin, chúng vẫn là một giống hiếm.
Tên khác: Chó Spaniel Nâu Hoa Kỳ, Chó lội nước Spaniel Nâu Hoa Kỳ
Biệt hiệu: AWS
Nguồn gốc: Hoa Kỳ
Đặc điểm
Nặng: - Đực: 25–40 lb (11–18 kg)
- Cái: 25–40 lb (11–18 kg)
Cao: - Đực: 15–18 inch (38–46 cm)
- Cái: 15–18 inch (38–46 cm)
Bộ lông: Hai lớp lông, lớp ngoài xoăn
Màu: Các sắc nâu khác nhau
Lứa đẻ: 5 chó con
Tuổi thọ: 10–12",https://upload.wikimedia.org/wikipedia/commons/5/5a/Chien_d%27eau_americain_champion_1.JPG
anatolian shepherd,"Chó chăn cừu Anatoli (Anatolian Shepherd, tiếng Thổ Nhĩ Kỳ: Anadolu çoban köpeği) là một giống chó chăn cừu có nguồn gốc từ vùng Anatoli thuộc vùng Thổ Nhĩ Kỳ, chúng được nuôi để bảo vệ các con gia súc trước các loài thú dữ, thậm chí là trước loài báo săn.
Tên khác: Karabaş, Kangal
Nguồn gốc: Thổ Nhĩ Kỳ
Đặc điểm
Nặng: 80-150 lbs
Cao: 27-29 inches
Bộ lông: ngắn
Lứa đẻ: 5-10 cún
Tuổi thọ: 13-15 năm",https://upload.wikimedia.org/wikipedia/commons/9/96/Anatolian_g%C5%82owa_7509.jpg
chăn cừu anatoli,"Chó chăn cừu Anatoli (Anatolian Shepherd, tiếng Thổ Nhĩ Kỳ: Anadolu çoban köpeği) là một giống chó chăn cừu có nguồn gốc từ vùng Anatoli thuộc vùng Thổ Nhĩ Kỳ, chúng được nuôi để bảo vệ các con gia súc trước các loài thú dữ, thậm chí là trước loài báo săn.
Tên khác: Karabaş, Kangal
Nguồn gốc: Thổ Nhĩ Kỳ
Đặc điểm
Nặng: 80-150 lbs
Cao: 27-29 inches
Bộ lông: ngắn
Lứa đẻ: 5-10 cún
Tuổi thọ: 13-15 năm",https://upload.wikimedia.org/wikipedia/commons/9/96/Anatolian_g%C5%82owa_7509.jpg
karabas,"Chó chăn cừu Anatoli (Anatolian Shepherd, tiếng Thổ Nhĩ Kỳ: Anadolu çoban köpeği) là một giống chó chăn cừu có nguồn gốc từ vùng Anatoli thuộc vùng Thổ Nhĩ Kỳ, chúng được nuôi để bảo vệ các con gia súc trước các loài thú dữ, thậm chí là trước loài báo săn.
Tên khác: Karabaş, Kangal
Nguồn gốc: Thổ Nhĩ Kỳ
Đặc điểm
Nặng: 80-150 lbs
Cao: 27-29 inches
Bộ lông: ngắn
Lứa đẻ: 5-10 cún
Tuổi thọ: 13-15 năm",https://upload.wikimedia.org/wikipedia/commons/9/96/Anatolian_g%C5%82owa_7509.jpg
kangal,"Chó chăn cừu Anatoli (Anatolian Shepherd, tiếng Thổ Nhĩ Kỳ: Anadolu çoban köpeği) là một giống chó chăn cừu có nguồn gốc từ vùng Anatoli thuộc vùng Thổ Nhĩ Kỳ, chúng được nuôi để bảo vệ các con gia súc trước các loài thú dữ, thậm chí là trước loài báo săn.
Tên khác: Karabaş, Kangal
Nguồn gốc: Thổ Nhĩ Kỳ
Đặc điểm
Nặng: 80-150 lbs
Cao: 27-29 inches
Bộ lông: ngắn
Lứa đẻ: 5-10 cún
Tuổi thọ: 13-15 năm",https://upload.wikimedia.org/wikipedia/commons/9/96/Anatolian_g%C5%82owa_7509.jpg
australian cattle,"Chó chăn bò Úc (Australian Cattle Dog) là một giống chó chăn gia súc có nguồn gốc ở Úc. Tại đây chúng cũng được biết đến như với cái tên Austrialian Heeler, Hall’s Heeler, Queensland Heeler và Blue Heeler. Đây là giống chó bản địa có sức chịu đựng dẻo dai và phù hợp với việc chăn gia súc ở vùng Queensland, Úc.
Tên khác: ACD, Chó chăn gia súc, Heeler lam, Heeler đỏ, Queensland Heeler
Nguồn gốc: Úc
Đặc điểm
Nặng: 15–22 kg (33–49 lb)
Cao: - Đực: 46–51 cm (18–20 in)
- Cái: 43–48 cm (17–19 in)
Bộ lông: Hai lớp lông ngắn
Màu: Lam, đỏ, nhiều màu",https://upload.wikimedia.org/wikipedia/commons/4/4b/Cattledog_Little_Joe.JPG
chăn bò úc,"Chó chăn bò Úc (Australian Cattle Dog) là một giống chó chăn gia súc có nguồn gốc ở Úc. Tại đây chúng cũng được biết đến như với cái tên Austrialian Heeler, Hall’s Heeler, Queensland Heeler và Blue Heeler. Đây là giống chó bản địa có sức chịu đựng dẻo dai và phù hợp với việc chăn gia súc ở vùng Queensland, Úc.
Tên khác: ACD, Chó chăn gia súc, Heeler lam, Heeler đỏ, Queensland Heeler
Nguồn gốc: Úc
Đặc điểm
Nặng: 15–22 kg (33–49 lb)
Cao: - Đực: 46–51 cm (18–20 in)
- Cái: 43–48 cm (17–19 in)
Bộ lông: Hai lớp lông ngắn
Màu: Lam, đỏ, nhiều màu",https://upload.wikimedia.org/wikipedia/commons/4/4b/Cattledog_Little_Joe.JPG
